id,name,neighborhood,rating,price
15375,Traditional meets Modern Space,Bedford-Stuyvesant,2.0,240.0
15376,Hidden gem in Greenwich Village !,West Village,5.0,188.0
15377,A SUNSET DREAM in MANHATTAN,Nolita,,2293.0
15378,Spacious 2 bedroom (sleeps 5) with balcony!,Bushwick,4.0,250.0
15379,Private 1-Bedroom Apartment on a Quiet Street,Princes Bay,4.75,90.0
15380,Newly Renovated & Spacious 1-Bedroom Apt in EV,East Village,4.5,237.0
15381,A GRAND OASIS in NYC,SoHo,,2250.0
15382,A SWEET ESCAPE in NEW YORK CITY,Nolita,,2250.0
15383,The Lodge - 10 mins to Times Square!,Long Island City,4.0,140.0
15384,Hidden Studio Gem in the center of the NYC,Hells Kitchen,4.0,222.0
15385,Lovely 1 bedroom furnished apartment in Astoria.,Ditmars Steinway,3.5,95.0
15386,Luxury Pad + Free Parking on Premises,Coney Island,1.0,175.0
15387,OFRI- SUNY- apt- BACKYARD,Bedford-Stuyvesant,,220.0
15388,The Green Sanctuary- Brand New Apt in Brooklyn.,Canarsie,5.0,264.0
15389,Luxurious My Brooklyn No.1 Home,Sheepshead Bay,5.0,140.0
15390,Lovely 3 bedroom apartment in Woodhaven queens,Woodhaven,5.0,170.0
15391,Casa Estrella,Bushwick,4.75,315.0
15392,Amazing 2bed's / stunning views to Empire State,Hells Kitchen,5.0,906.0
15393,5 Bedroom Apartment Perfect For Group NYC Center,Hells Kitchen,4.666666666666667,586.0
15394,A+ Comfy Studio off of Wyckoff/Myrtle - L/M Train,Bushwick,3.5,101.0
15395,Cool 1- bed in Historic Brooklyn across from park.,Crown Heights,5.0,171.0
15396,Cozy studio apartment in BedStuy,Bedford-Stuyvesant,3.0,150.0
15397,Good location♪ 5min from station!,Jackson Heights,,39.0
15398,Entire Apartment in Clinton Hill,Clinton Hill,,300.0
15399,COMFY HOME★ NEAR SUBWAY+BUSES★ WIFI★CENTRAL PARK,East Harlem,1.0,249.0
15400,"Quiet, Historic 2 Floor Brownstone 2BR + Office",Fort Greene,,545.0
15401,"Lovely one bedroom Cozy pad, Kitchen & Full bath.",Fordham,,130.0
15402,Luxury 1 bedroom in the heart of Manhattan,Hells Kitchen,5.0,320.0
15403,A private room near LGA in Queens.,East Elmhurst,4.666666666666667,30.0
15404,"Central location, fast Wi-Fi , walk to all",Midtown,3.6666666666666665,281.0
15405,Luxury 2BRM Brooklyn  Rental w/Parking on Premises,East New York,5.0,165.0
15406,Cozy Studio in Kips bay/Gramercy,Kips Bay,4.666666666666667,165.0
15407,Sunny new spacious One bedroom in Greenpoint,Greenpoint,4.0,254.0
15408,New York Empire Loft,Midtown,,690.0
15409,Lovely 2 Bedroom Apartment near Bus Stops,Flushing,3.5,146.0
15410,SILVIAS PLACE,Marble Hill,5.0,127.0
15411,Lovely 1-Bedroom rental unit close to Central Park,East Harlem,3.0,150.0
15412,Lovely 1-bedroom rental unit in New York.,Little Italy,5.0,226.0
15413,"5 over size bedrooms  unit, new furniture",Laurelton,,444.0
15414,Convenient & Modern Studio | 3 min walk to train,Ridgewood,,162.0
15415,Spacious loft with roof 20min to Manhattan,Bushwick,,165.0
15416,New York Lovely Studio,Ridgewood,5.0,75.0
15417,Beautiful Renovated 1BR APT w/ King Bed & Kitchen,Fort Hamilton,5.0,148.0
15418,"Kips Bay 1BR w/ Elevator & W/D, nr 6 train",Kips Bay,3.0,448.0
15419,Murray Hill and Kips Bay! Amazing 1BR for 2!,Kips Bay,4.0,150.0
15420,Lovely large 1 bedroom in Brooklyn.,Crown Heights,4.5,133.0
15421,$2500 Apartment in Village-East,Nolita,4.0,84.0
15422,A+ Location! Lovely 2BR In Manhattan!,Hells Kitchen,4.0,275.0
15423,Upper East Side Two-Bedroom Apartment,Upper East Side,4.333333333333333,520.0
15424,Perfect 2BR/1BA! Upper East Side Central Park!,Upper East Side,5.0,256.0
15425,"UWS 2BR w/ Elevator, Gym, DM, Playroom & Rooftop",Upper West Side,5.0,703.0
15426,Charming west village gem,West Village,2.0,230.0
15427,Studio apartment in beautiful historic Brownstone,Concourse,3.0,110.0
15428,Lovely 1 Bedroom in prime Ft. Greene,Fort Greene,5.0,120.0
15429,Lovely Studio apartment in Harlem,Harlem,,150.0
15430,Lovely unit in New York,Washington Heights,3.0,180.0
15431,Lovely 2 Bedroom unit with beautiful balcony views,Norwood,4.0,77.0
15432,Beach Haven Brighton Brooklyn in Little Odessa,Brighton Beach,,200.0
15433,Fantastic 2 Bed Apt  (4B) Steps from Central Park,East Harlem,,125.0
15434,Stylish 2 Bedroom Duplex with Scenic NYC Views,Williamsburg,3.5,600.0
15435,Entire Rental Unit with Huge Private Terrace,East Village,,414.0
15436,"QUEENS-2 Bedroom apt, wifi,linens",Maspeth,3.0,143.0
15437,Entire Spacious 1 Bedroom in Prime Downtown NYC,Financial District,,271.0
15438,Renovated 2 Bed / 2 Bath Apt in Prime Manhattan,Hells Kitchen,3.5,230.0
15439,Lovely 2br rental w/ easy parking & close to the L,East New York,5.0,155.0
15440,Heart and Soul in Park Slope,Park Slope,4.0,191.0
15441,Lovely 1 Bed Apt(4C)  Near Central Park,East Harlem,5.0,115.0
15442,Amazing 1 Bed Apt (4D) Near Central Park,East Harlem,3.75,105.0
15443,Lovely 1-bedroom rental unit in Brooklyn,Prospect-Lefferts Gardens,3.6,140.0
15444,Fantastic 2 Bed Apt (3A) close to Central Park,East Harlem,3.5,115.0
15445,lovely 1 BDRM apartment/with parking,Flatlands,2.0,118.0
15446,Charming and quiet Studio apartment in Manhattan,Upper West Side,1.0,175.0
15447,"Huge Clean Loft - Desk, Landry, Dishwash, Home Gym",Williamsburg,,176.0
15448,LUXURIOUS STUDIO APARTMENT,East New York,4.0,135.0
15449,Sun-soaked 1BR  in heart of Ft. Greene w/ office,Fort Greene,5.0,313.0
15450,Queen Bedroom in my townhouse,Crown Heights,,108.0
15451,Artsy 1 bedroom apartment in the heart of Nolita!,Nolita,5.0,243.0
15452,Cozy little L.E.S Manhattan gem.,East Village,,257.0
15453,Lovely Studio Loft in Brooklyn (Private  Unit),Brownsville,4.0,113.0
15454,1-BDR Near Yankee Stadium w Private Entrance,Melrose,4.0,80.0
15455,Cheerful New 2 Bedroom In The Heart Of Queens NYC!,Richmond Hill,5.0,134.0
15456,Lovely 2-Bedroom Rental Unit in Brooklyn,Greenpoint,3.0,271.0
15457,Modern One Bedroom Apartment with Luxe Amenities,Financial District,3.0,385.0
15458,Upper East Side One Bed With Balcony,Upper East Side,5.0,401.0
15459,Apartment in the Bronx close to stores and train,East Morrisania,2.5,104.0
15460,Bright and spacious 3 bedroom home with a hot tub,Bedford-Stuyvesant,4.0,700.0
15461,Lovely 1-bedroom rental unit in Brooklyn,East Flatbush,4.0,164.0
15462,Ultra-Luxurious One Bedroom in High Rise Above Mad,Midtown,5.0,414.0
15463,Ues 3 blocks from central park and museum,Upper East Side,4.5,170.0
15464,One-Bedroom On The Upper East Side,East Harlem,4.0,401.0
15465,$1700 Apartment 1 bedrooms in Parkchester,Parkchester,5.0,57.0
15466,1-Bedroom Fully-Furnished Apartment Upper East Sid,East Harlem,4.5,401.0
15467,"A Painters Canvas, Only 25 mins to Time Square.",Concourse,5.0,97.0
15468,"Airy Midtown E. 1BR w/ Doorman, nr UN",Midtown,2.333333333333333,366.0
15469,Lovely and quiet apartment in central Brooklyn.,South Slope,,200.0
15470,Luxury Midtown West One Bedroom,Hells Kitchen,,401.0
15471,1 Bedroom Apartment by Month In Manhattan,Inwood,4.0,108.0
15472,Cozy & Functional Upper East Side Studio,Upper East Side,,179.0
15473,Retro apartment in the heart of Bushwick (S2),Bushwick,5.0,149.0
15474,Electra House: Central Bklyn beautiful 3bd brick,Crown Heights,5.0,357.0
15475,Modern large studio in Brooklyn,Clinton Hill,4.0,160.0
15476,Stylish & Cozy | ♛ King Bed | In the ♥ of Flushing,Flushing,4.0,182.0
15477,Sweet Caroline  in Carroll Gardens,Carroll Gardens,5.0,1000.0
15478,Bright + Spacious 3BR in Brooklyn Close to Train!,East New York,5.0,215.0
15479,Tea Off Across Ferry Point Golf Course,Throgs Neck,5.0,180.0
15480,Lovely 1 bd apt. 5 blocks away from Central Park,Upper East Side,,183.0
15481,Private Bedroom For Rent Near Beach with Parking,Sheepshead Bay,4.0,69.0
15482,Salisbury I by Rove | 4 BR Penthouse in Lenox Hill,Upper East Side,3.0,795.0
15483,Salisbury II by Rove |4 BR Penthouse in Lenox Hill,Upper East Side,,1167.0
15484,~THE  BROOKLYN  LUXE~,Windsor Terrace,4.0,480.0
15485,Soho Apartment Prime Location,Nolita,3.0,250.0
15486,"Executive apartment w/ free parking ,WiFi, N/JFK",Jamaica,4.5,141.0
15487,Cozy 2 Bedroom Apartment in East Village,East Village,5.0,295.0
15488,Luxury One Bed In Midtown West,Midtown,4.0,403.0
15489,Modern 1-bedroom with backyard and  free parking,Canarsie,5.0,167.0
15490,Perfect Times Square / Theater District Getaway,Hells Kitchen,3.0,299.0
15491,Cozy one bedroom with work space and balcony.,Midwood,,75.0
15492,The Global Annex,Bellerose,5.0,200.0
15493,Lovely loft near Chelsea Highline,Chelsea,5.0,198.0
15494,Midtown Modernist 2 Bed/2 Bath w/ Exposed Brick,Upper East Side,4.333333333333333,508.0
15495,Brooklyn garden studio apartment,Cypress Hills,4.0,139.0
15496,"3 Bedroom Bathed in sunlight, Free Street Parking",Crown Heights,5.0,480.0
15497,Lovely  3 Bedroom in the heart of Manhattan.,Kips Bay,3.6666666666666665,421.0
15498,"Elegant, Spacious & Awe Inspiring Ditmas Park 1 BR",Flatbush,,160.0
15499,Lovely 2 Bed Apt (3B) Just step to Central Park ),East Harlem,5.0,125.0
15500,Lovely open 1-Bedroom unit in the heart of Queens,East Elmhurst,,122.0
15501,"Gorgeous, sun-drenched Bed Stuy Abode!",Bedford-Stuyvesant,3.0,131.0
15502,✦ Amazing spacious apartment with a backyard ✦,Harlem,5.0,161.0
15503,Bed-Stuy Charm: Lovely 2 Bedroom w/Private Terrace,Bedford-Stuyvesant,3.0,160.0
15504,Lovely 2 Bedroom Apartment,Flushing,4.0,147.0
15505,Gorgeous 2 Bed (3D) Steps from Central Park,East Harlem,4.0,105.0
15506,Beautiful 3 bedrooms in Times Square,Chelsea,5.0,628.0
15507,✦ Capacious apartment in Historical Brownstone ✦,Harlem,3.0,208.0
15508,Fantastic 2 Bed just step from Central Park (1A),East Harlem,5.0,125.0
15509,Amazing 2 Bed Step to Transportation (1B),East Harlem,,125.0
15510,"Bright, peaceful loft on a tree-lined Soho street.",SoHo,,518.0
15511,Gran ubicación y cómodo apt en williamsburg,Williamsburg,2.5,120.0
15512,Brand new 2bdrm apartment in the heart of Brooklyn,Bedford-Stuyvesant,4.333333333333333,299.0
15513,Cozy basement apartment in private house,Williamsbridge,4.5,92.0
15514,"Modern 1BR Apt. in Sunnyside, 15min to Manhattan",Sunnyside,5.0,160.0
15515,Fantastic Apt (1C) Steps to Central Park,East Harlem,3.6666666666666665,120.0
15516,Charming Upper EastSide Studio! Near Central Park!,Upper East Side,,216.0
15517,"Cozy and Modern Apt~Mins to Manhattan, ♛Queen Beds",Astoria,,312.0
15518,whole two bedroom,Murray Hill,4.0,314.0
15519,Bright & Beautiful Bushwick Brooklyn Home,Bushwick,3.0,243.0
15520,"New & Spacious ~ Mins to Manhattan, ♛king Beds",Astoria,,225.0
15521,Cozy 2 bedroom apartment in the heart of Queens,Jackson Heights,,145.0
15522,"Modern & Spacious ~ Mins to Manhattan, ♛Queen Beds",Astoria,,421.0
15523,Comfortable 3-Bedroom Duplex in the heart of BKLYN,Sheepshead Bay,5.0,209.0
15524,Cozy Basement Apartment.,Laurelton,5.0,109.0
15525,In ❤️ of Manhattan - Spacious Luxury 💎,Upper West Side,5.0,514.0
15526,Centrally located 3br in Prime Bushwick,Bushwick,3.5,207.0
15527,Spacious room in Williamsburg - Brooklyn,Williamsburg,,100.0
15528,You’re very own Times Square view.,Hells Kitchen,4.0,468.0
15529,Lovely 2-bedroom apartment in Ozone park queens,Ozone Park,,139.0
15530,Cozy 1 Bedroom apartment rental,East Flatbush,,175.0
15531,"Family-friendly 3BR in Queens, near Rockaway Beach",Arverne,2.0,428.0
15532,Artistic sunlit 2 bedroom railroad apt in Bushwick,Williamsburg,5.0,234.0
15533,Spacious 1 bedroom in the heart of bed stuy,Bedford-Stuyvesant,,188.0
15534,Modern Studio in heart of West Village,West Village,,193.0
15535,Charming and Sunny one Bedroom rental East Village,East Village,3.5,200.0
15536,Outstanding Entire private unit near JFK & LGA,Ozone Park,4.5,446.0
15537,New York Queens Unique Studio,Ridgewood,,98.0
15538,$1500 Loft in Ridgewood,Flatbush,3.0,500.0
15539,Simple studio apartment in Bk !,Flatlands,,135.0
15540,The Parachute MasterBedroom/ Studio with Bathroom,Coney Island,,90.0
15541,⭐️Stunning 2 bed apt,Long Island City,3.0,240.0
15542,Modern 2 Bedroom Apartment in Brooklyn,Williamsburg,4.25,274.0
15543,bustling location steps away from 5 neighborhoods,Chinatown,4.5,190.0
15544,Sunny huge studio apt in East Williamsburg balcony,Williamsburg,4.5,189.0
15545,"Spacious, Authentic, L-Train Bushwick",Bushwick,5.0,1500.0
15546,Arthur Avenue Foodies Paradise,Belmont,,171.0
15547,Charming 3 Bedroom Apartment in Brooklyn,Williamsburg,4.0,218.0
15548,Comfortable 2 BR Apartment in Brooklyn,Williamsburg,5.0,219.0
15549,Lovely 3 Bedroom with 2 bath apartment,Belmont,,241.0
15550,Penthouse Loft with a pool,Bushwick,5.0,230.0
15551,Spacious 2 Bdrm Loft-Like Home in BX Little Italy,Belmont,,136.0
15552,Stunning One Bed in Battery Park City,Battery Park City,5.0,295.0
15553,Lovely 2-bedroom rental in Brooklyn,Crown Heights,4.0,171.0
15554,Amazing studio (C)  Apt just near Central Park,East Harlem,,105.0
15555,Lovely 1-bedroom unit with small shared patio,East Flatbush,3.6666666666666665,115.0
15556,"Brownstone Charm, history and convenience",Harlem,4.0,165.0
15557,Great Studio (D) Apt near Central Park,East Harlem,,99.0
15558,Lovely 2 bedroom in vibrant Central Park North,Harlem,4.666666666666667,235.0
15559,Gorgeous 2 Bed Apt (2C) near Central Park,East Harlem,,117.0
15560,Amazing 2 Bed Step to Transportation (2D),East Harlem,3.0,117.0
15561,Entire Apt-Astoria's Aurora/5min-City/5min-LGA,Ditmars Steinway,1.0,160.0
15562,Cozy 2 bedroom apartment in great area.,Hells Kitchen,4.0,455.0
15563,Lovely 1-bedroom apartment one stop from Manhattan,Williamsburg,,186.0
15564,Mt Vernon North/Bronx Perfect for Long term stays,Wakefield,2.0,47.0
15565,"Chelsea 2BR w/ Elevator & W/D, nr Mad Sq Gdn",Chelsea,4.0,718.0
15566,Lovely 2 Bedroom in Brooklyn 20 mins to Manhattan,Flatbush,4.0,154.0
15567,"New Apt in Howard Beach. JFK, Resorts World Casino",Howard Beach,5.0,104.0
15568,Large & Elegant NYC home with 4 Beds near the park,Harlem,3.0,475.0
15569,Lovely 2 Bedroom Apartment Midtown West,Hells Kitchen,,320.0
15570,2 bed apt w/ pool table/backyard in Williamsburg!,Williamsburg,2.6666666666666665,352.0
15571,The View of The Horizon,Hells Kitchen,3.0,300.0
15572,Peaceful 2 bedrooms apartment in Queens at NYC,Forest Hills,4.666666666666667,169.0
15573,Lovely 1 Bedroom in East Williamsburg/Bushwick,Williamsburg,,176.0
15574,Welcome to the Wall Street Journal,Financial District,5.0,364.0
15575,Brand NEW Garden view Studio with work station,Clason Point,5.0,156.0
15576,The Best the Bronx has to offer Luxury Studio,Clason Point,,167.0
15577,"Lovely one bedroom rental doorman, pool, fitness",East Harlem,3.5,250.0
15578,A + Best of Bushwick - Studio - L train,Bushwick,4.0,101.0
15579,Whimsical Urban Oasis in the Midst of the City,Bushwick,,330.0
15580,Modern  1 bedroom apartment for rent in the bronx,Bronxdale,3.0,120.0
15581,Himrod Home,Ridgewood,,400.0
15582,Renovated Studio in Historic Ridgewood Townhouse,Ridgewood,4.0,187.0
15583,Lovely 1-Bedroom unit W/ living room New York City,Kips Bay,5.0,300.0
15584,Lovely 3BR Apt in Kips Bay! Close to Empire State!,Kips Bay,,364.0
15585,"Work & Play in Luxury Harlem Apt w/ Elevator, Wifi",Harlem,,258.0
15586,75-1A | NEW Prime UES ~W/D in unit~ Elevator,Upper East Side,,180.0
15587,Cozy 2-Bedroom Rental Unit in Queens,Bayswater,5.0,140.0
15588,Popular L.I.C Apartment - 1 stop from Manhattan,Long Island City,5.0,236.0
15589,Authentic place in West Village,West Village,3.0,449.0
15590,$3500 Apartment in Village-West,Nolita,4.0,117.0
15591,Financial District: 3BA/2BA apartment + rooftop,Financial District,,300.0
15592,"Airy, spacious, light-filled 2-bedroom apartment.",Bushwick,4.0,150.0
15593,"Premium W. Village 1BR w/ W/D, nr 1 train",West Village,,417.0
15594,Top location in  Downtown Brooklyn amazing loft,Clinton Hill,5.0,360.0
15595,"2BR Gowanus Townhouse w/ W/D, nr Prospect Park",Gowanus,4.25,795.0
15596,Lovely studio apartment in east village,East Village,5.0,240.0
15597,Manhattan 2B2B  Penthouse with river views,Hells Kitchen,,743.0
15598,2 bed apt w/ backyard & game room in Williamsburg!,Williamsburg,,328.0
15599,TIMES SQUARE! heart of manhattan! Cozy 1bdr aprt!,Hells Kitchen,3.0,302.0
15600,Lit 2 bed apt In Williamsburg!,Williamsburg,5.0,309.0
15601,"Bright, luxurious, modern & spacious 1BD w/ views",Hells Kitchen,5.0,200.0
15602,Beautiful Garden Duplex,Bedford-Stuyvesant,4.0,500.0
15603,Lovely studio apartment (Marble),Upper West Side,,116.0
15604,"Tranquil, Artistic, Studio Haven in Harlem",Harlem,4.0,300.0
15605,Lovely One Bedroom on UES,Upper East Side,4.0,350.0
15606,$3500 Apartment 2 bedrooms in Bed-Stuy,Flatbush,5.0,117.0
15607,3 Bedroom penthouse w/ huge kitchen & living room,Williamsburg,,279.0
15608,Comfy 1-bedroom townhouse in Brooklyn,Crown Heights,4.0,111.0
15609,Spacious & lovely 1 bedroom apartment in New York,Stuyvesant Town,5.0,128.0
15610,Spacious 2- Bedroom Unit in South Richmond Hill,Richmond Hill,,199.0
15611,Relaxing 1-bedroom townhouse in Brooklyn,Crown Heights,4.5,124.0
15612,"Spacious, 3-bedroom apartment with back garden",Bushwick,4.25,200.0
15613,"Duplex Penthouse w/ Private Terrace, Williamsburg.",Williamsburg,5.0,425.0
15614,Lovely 1 Bedroom unit W/Patio,Baychester,4.0,200.0
15615,Private Apt | 5 Minutes to Manhattan | Subway Area,Astoria,3.0,199.0
15616,Surrounded by Deli / Park / Grocery stores,Washington Heights,,39.0
15617,"Charming One Bedroom, Great neighborhood.",Midtown,,238.0
15618,"Hospitals are few blocks away, easy commute",Washington Heights,5.0,31.0
15619,SoHo Accessible(ADA) Double Room in Hotel Comfort,SoHo,3.0,216.0
15620,"Spacious 3BR in Queens, near Rockaway Beach",Arverne,,470.0
15621,Lovely 2-bedroom rental unit with free parking❤️,East New York,4.0,98.0
15622,Mid-Century Modern Harlem 2 Bedroom,Harlem,,134.0
15623,3 bed with cool kids loft In Williamsburg!,Bedford-Stuyvesant,5.0,393.0
15624,"15min to NJ Fort Lee, easy commute",Washington Heights,,38.0
15625,Sunny 1 Bedroom & Den in South Park Slope Brooklyn,Sunset Park,,87.0
15626,Washington Bridge take you to The Bronk,Washington Heights,5.0,31.0
15627,Ambiance,Bedford-Stuyvesant,,50.0
15628,Lovely 1 bedroom apt in prime Washington Heights,Washington Heights,5.0,79.0
15629,Spacious apartment in Brooklyn,Bushwick,3.0,180.0
15630,"Temple of love, art &books. Uws/River park",Upper West Side,5.0,222.0
15631,Shirley 4 President @Weeksville Manor,Crown Heights,4.5,77.0
15632,1 King Bed with Fridge at Hampton Inn Manhattan - Times Square South,Hells Kitchen,,556.0
15633,105-1G Park Ave Location studio best value Sleeps3,Flatiron District,2.5,140.0
15634,2 Double Beds with Fridge at Hampton Inn Manhattan - Times Square South,Hells Kitchen,5.0,563.0
15635,"Bright, airy apartment in heart of Greenpoint",Greenpoint,4.0,220.0
15636,Classic apartment w/natural  light & serene vibe,Bedford-Stuyvesant,4.0,180.0
15637,Lovely Brooklyn Loft in Bed Stuy,Bedford-Stuyvesant,5.0,329.0
15638,St James @ Weeks,Crown Heights,,79.0
15639,The Henri`@ Weeks,Crown Heights,3.0,72.0
15640,1 Sunny bedroom apartment,Canarsie,4.0,145.0
15641,"Lovely 3 bedroom Apt close to Manhattan, LGA & JFK",Ridgewood,2.5,152.0
15642,The Merchant Marine,Crown Heights,,70.0
15643,Sarah's Garnet,Crown Heights,5.0,74.0
15644,6 Bedroom 💎 minutes from Columbia University,Harlem,,424.0
15645,Sun-filled Studio Loft in Gramercy- prime location,Flatiron District,4.0,250.0
15646,Susan's Sanctuary,Crown Heights,4.0,75.0
15647,"Beautiful UES 1 Bed w/Gym, Pool, River Views#6168",Upper East Side,4.5,220.0
15648,25-5 | Spacious-Modern- Renovated-2/BR 2/BA,Financial District,5.0,433.0
15649,Apartment in Manhattan - UES,Upper East Side,3.6666666666666665,104.0
15650,Apartment in Park Slope with huge backyard,Sunset Park,5.0,139.0
15651,Private and long Brooklyn apartment,East New York,3.333333333333333,67.0
15652,Lovely private entrance quiet 2 bedroom with patio,Sea Gate,,130.0
15653,Lovely 3 bedroom 2 bathroom central AC w/ parking,Hollis,3.0,152.0
15654,Middle Eastern apartment!,Van Nest,4.333333333333333,90.0
15655,$4500 Apartment in Midtown-West,Theater District,,150.0
15656,✦ Beautiful 1br in historical brownstone ✦,Harlem,5.0,185.0
15657,SoHo Deluxe King Studio Room in Hotel Comfort,SoHo,4.0,265.0
15658,"Lovely, garden 1-bedroom",Bedford-Stuyvesant,,300.0
15659,The Old Brooklyn With A Modern Twist.,Williamsburg,,175.0
15660,SoHo Double Room with View in Hotel Comfort,Chinatown,4.0,232.0
15661,SoHo City View Room; TwoTwin Beds in Hotel Comfort,Tribeca,5.0,227.0
15662,Modern / Cozy / Stunning location,Williamsburg,5.0,367.0
15663,"Homey and Spacious Luxury 1 br apt, in Harlem",East Harlem,5.0,156.0
15664,Staten Island/NYC getaway,Tompkinsville,5.0,94.0
15665,Artists’ loft in the heart of Greenpoint.,Greenpoint,5.0,151.0
15666,"UWS 1BR w/ W/D & Fireplace, nr Central Park",Upper West Side,5.0,355.0
15667,"Hip W. Village 1BR w/ W/D, nr 1 train",West Village,1.0,521.0
15668,Beautiful  Basement Apartment.,Laurelton,3.5,109.0
15669,3- Bedroom Newly Renovated Cozy Apartment,Arden Heights,4.333333333333333,158.0
15670,Central Park nest in upper West,Upper West Side,4.0,302.0
15671,3BR Apt | Walk to Bars & Cafes | Steps to Subway,Crown Heights,3.5,450.0
15672,Beautiful W. Village 1BR nr 1 train,West Village,,330.0
15673,Comfy & Luxy 3BR in Manhattan close to Wall St,Financial District,4.333333333333333,463.0
15674,Cozy 1BR rental in NYC! Lenox Hill!,Upper East Side,4.0,771.0
15675,Flatiron/ Midtown: 3BD/1BA apartment,Midtown,2.0,400.0
15676,"Cozy, 2-bed, 2 bath apartment",East Harlem,4.333333333333333,150.0
15677,Lovely 1 bedroom unit with access to the backyard,Clinton Hill,,132.0
15678,Luxury 1-Bed Condo in New York,Hells Kitchen,4.5,468.0
15679,Financial District: 2 BD/2 BA apartment + rooftop,Financial District,4.0,202.0
15680,Perfect location & Cozy 1 bedroom unit,Chinatown,4.0,200.0
15681,Homely 1-bedroom apartment,East Flatbush,,160.0
15682,"2nd floor Apt, 5 minutes away from the train!",Fordham,,275.0
15683,The Monroe Suite-Bright & Cozy Centrally Located!,Bedford-Stuyvesant,5.0,146.0
15684,Spacious 3 floor Brooklyn Brownstone,Bedford-Stuyvesant,3.5,59.0
15685,26-2C | Furnished 1BR~Gramercy~W/D Courtyard,Kips Bay,,170.0
15686,Beautiful 1 bedroom on Garden Floor,Bedford-Stuyvesant,,333.0
15687,"Modern 2BR Williamsburg, Brooklyn Apartment!",Williamsburg,,600.0
15688,Vintage Style 1 bedroom Studio Apartment,Washington Heights,2.0,175.0
15689,★RENOVATED 3BD/2BATHS APT NEXT TO CENTRAL PARK W★,Upper West Side,,268.0
15690,Lovely Studio in the Epicenter of Williamsburg!,Williamsburg,5.0,180.0
15691,"Huge 3 Bedroom, 2 Bath + Washer/Dryer and Patio",Upper East Side,4.5,937.0
15692,"Financial District: 1BD/1,5BA apart w w/d in unit",Financial District,,333.0
15693,SoHo View Double Room in Hotel Comfort,Tribeca,4.666666666666667,239.0
15694,Beautiful Two Bedroom with Private Patio,Lower East Side,2.5,400.0
15695,SoHo View Double Room in Hotel Comfort,Chinatown,5.0,231.0
15696,Spacious furnished 2BR in the UES (MIN 30 DAYS),Upper East Side,5.0,229.0
15697,Luxury 2-bedroom flat | 56th floor | Amazing views,Chelsea,2.0,699.0
15698,Space age colorful and fun loft. Two floors!,Lower East Side,,400.0
15699,"Midtown W. 2BR w/ Gym & W/D, nr Times Sq",Hells Kitchen,3.0,401.0
15700,1571-5S | New 2BR PRIME Upper East APT. *W&D,Upper East Side,4.0,160.0
15701,"SoHo 2BR w/ W/D & Balcony, nr Whole Foods",Nolita,2.0,480.0
15702,"Park Slope 2BR w/ W/D, nr Barclays Center",Park Slope,,396.0
15703,2BR Apartment close to Central Park,Hells Kitchen,3.0,400.0
15704,1-Bedroom Exposed Brick Apartment in Chelsea,Chelsea,,286.0
15705,Lovely 1- bedroom studio,Jackson Heights,,120.0
15706,Lovely duplex in South Brooklyn,East New York,,135.0
15707,RopNor Cave,Laurelton,4.2,90.0
15708,Soul of Soho! ✰Spacious✰Private Terrace✰Bright✰,Lower East Side,2.0,2371.0
15709,LUXURY LOFT w/ Private Outdoor Patio & Gym,Bushwick,4.0,211.0
15710,3 BR Apt near Central Park & Columbus Circle,Midtown,,354.0
15711,Rare Modern Home in NYC,NoHo,4.0,2300.0
15712,Luxury 1 Bedroom apt in Crown Heights,Crown Heights,4.0,275.0
15713,Lovely 1-bedroom Garden Apartment in the Bronx,Allerton,4.0,110.0
15714,Luxury 1 bedroom - balcony & amazing sunset views,Flatiron District,4.0,250.0
15715,Spacious 2BR Near citified-10 min to LGA w/ 2 BALC,Flushing,2.5,199.0
15716,Amazing  1 bedroom in New York’s Upper East Side,Upper East Side,3.333333333333333,359.0
15717,Queens Cozy Yet Spacious 2 BDR APT 10mins from jfk,Ozone Park,,135.0
15718,$2800 Apartment 1 bedrooms in Murray Hill,Midtown,5.0,94.0
15719,Financial District: 2 BD/1.5 BA apart w W/D,Financial District,4.0,199.0
15720,Comfy & Chic 1 Bedroom in the Heart of Harlem!,Harlem,2.0,1100.0
15721,Large Studio apartment. 10 min to Midtown tunnel,Maspeth,,140.0
15722,cheerful private room,Bushwick,3.0,75.0
15723,Luxury 1 Bedroom Apt with abundance of amenities,Chinatown,4.0,320.0
15724,$1300 Apartment 1 bedrooms in Pelham Parkway,Baychester,,44.0
15725,Cozy 2BR rental in NYC! Hell's Kitchen!,Hells Kitchen,3.0,999.0
15726,Spacious 1-bedroom urban oasis with study,Washington Heights,5.0,184.0
15727,Upper East Side Large 2 Beds 2 Baths Apt w Balcony,Upper East Side,,320.0
15728,New Listing! Cozy Modern 1BR Apartment - Just 10 mins From JFK Airport,Springfield Gardens,3.5,156.0
15729,Lovely 1-bedroom in NYC's historic East Village.,East Village,5.0,126.0
15730,3bed townhouse in prime meatpacking - 24/7 doorman,Chelsea,5.0,1200.0
15731,Brand New 1-bdrm in the heart of Chelsea!,Chelsea,4.5,399.0
15732,Artsy 1 bedroom home in the Lower East Side,Lower East Side,4.0,225.0
15733,Lovely 1-Bedroom in Light Filled in Brooklyn,Park Slope,3.6666666666666665,166.0
