id,customer,accommodation,start_date,end_date,cost
14905,4769,1901,2015-10-02,2015-10-05,588.0
14906,300,6755,2020-12-30,2021-01-02,525.0
14907,3333,5886,2021-10-20,2021-10-23,537.0
14908,910,11190,2018-07-24,2018-07-27,741.0
14909,3269,6207,2016-06-29,2016-07-02,663.0
14910,2894,6259,2018-04-06,2018-04-09,165.0
14911,4898,15239,2020-02-06,2020-02-09,1452.0
14912,3095,1154,2017-09-20,2017-09-23,822.0
14913,5364,927,2018-05-02,2018-05-05,525.0
14914,7300,9308,2021-10-13,2021-10-16,750.0
14915,5518,5100,2018-07-21,2018-07-24,1350.0
14916,7572,9755,2020-07-03,2020-07-06,531.0
14917,3211,10285,2018-06-29,2018-07-02,750.0
14918,156,16013,2015-06-02,2015-06-05,375.0
14919,3613,15189,2015-07-01,2015-07-04,3147.0
14920,5175,12070,2021-05-08,2021-05-11,1842.0
14921,3525,5907,2021-04-28,2021-05-01,708.0
14922,2475,12167,2016-05-29,2016-06-01,420.0
14923,9856,6867,2015-10-27,2015-10-30,687.0
14924,265,11362,2015-08-15,2015-08-18,717.0
14925,8172,10232,2017-07-16,2017-07-19,2142.0
14927,8631,3702,2017-11-23,2017-11-26,486.0
14928,3971,11331,2021-11-26,2021-11-29,2016.0
14929,7156,7972,2016-09-24,2016-09-27,1071.0
14930,273,6603,2017-09-08,2017-09-11,1500.0
14931,6937,4974,2021-06-23,2021-06-26,309.0
14932,1503,9750,2015-01-03,2015-01-06,840.0
14933,3313,15311,2018-08-06,2018-08-09,450.0
14934,45,5958,2021-12-05,2021-12-08,750.0
14935,6315,3757,2022-02-09,2022-02-12,540.0
14936,6598,11040,2018-05-06,2018-05-09,708.0
14937,8897,4968,2016-05-09,2016-05-12,447.0
14938,8778,11408,2021-05-05,2021-05-08,777.0
14939,7971,11292,2015-10-25,2015-10-28,750.0
14940,3200,10534,2015-12-30,2016-01-02,741.0
14941,8933,6810,2020-03-20,2020-03-23,699.0
14942,3597,8191,2015-09-04,2015-09-07,237.0
14943,9244,4995,2022-05-29,2022-06-01,495.0
14944,3916,9831,2015-09-17,2015-09-20,1596.0
14945,5301,10042,2022-11-12,2022-11-15,270.0
14946,9864,6767,2015-07-27,2015-07-30,360.0
14947,967,9063,2019-09-06,2019-09-09,585.0
14948,8041,5128,2021-11-28,2021-12-01,495.0
14949,1587,122,2015-07-30,2015-08-02,525.0
14950,4481,1634,2022-11-29,2022-12-02,717.0
14951,8949,4284,2018-10-25,2018-10-28,237.0
14952,9732,6290,2019-06-21,2019-06-24,492.0
14953,6502,14033,2017-09-12,2017-09-15,3933.0
14954,5848,2792,2015-06-25,2015-06-28,267.0
14955,128,8503,2017-02-12,2017-02-15,687.0
14956,1265,7781,2020-03-10,2020-03-13,270.0
14957,978,5472,2019-01-03,2019-01-06,300.0
14958,1214,7407,2015-10-24,2015-10-27,363.0
14959,1495,7403,2021-04-20,2021-04-23,750.0
14960,4204,3382,2022-09-07,2022-09-10,300.0
14961,3046,11526,2019-12-02,2019-12-05,375.0
14962,2121,6977,2016-01-17,2016-01-20,690.0
14963,9714,9108,2019-05-23,2019-05-26,495.0
14964,12,14388,2019-10-11,2019-10-14,825.0
14965,7647,12295,2015-06-16,2015-06-19,678.0
14966,8385,5340,2022-10-19,2022-10-22,225.0
14967,998,45,2016-01-21,2016-01-24,660.0
14968,4597,11399,2021-01-19,2021-01-22,375.0
14969,6953,14863,2018-03-10,2018-03-13,849.0
14970,9364,12104,2019-11-23,2019-11-26,894.0
14971,8812,4504,2019-06-23,2019-06-26,360.0
14972,6759,9546,2021-01-12,2021-01-15,780.0
14973,9898,12337,2019-12-04,2019-12-07,1500.0
14974,2509,11676,2021-06-12,2021-06-15,141.0
14975,3151,10684,2016-04-04,2016-04-07,789.0
14976,9959,10883,2017-05-12,2017-05-15,9186.0
14977,5176,13152,2018-03-20,2018-03-23,447.0
14978,3191,4666,2019-09-15,2019-09-18,750.0
14979,8761,8480,2015-02-19,2015-02-22,354.0
14980,6733,14556,2019-07-08,2019-07-11,900.0
14981,6141,13715,2015-08-28,2015-08-31,600.0
14982,3935,12398,2016-03-17,2016-03-20,1563.0
14983,8689,3933,2015-10-15,2015-10-18,570.0
14984,8981,3827,2018-03-16,2018-03-19,450.0
14985,6911,4046,2018-01-17,2018-01-20,600.0
14986,4772,314,2019-09-13,2019-09-16,450.0
14987,411,284,2015-08-31,2015-09-03,270.0
14988,7598,2292,2018-02-14,2018-02-17,450.0
14989,8365,7666,2018-04-18,2018-04-21,255.0
14990,2102,10269,2016-06-04,2016-06-07,240.0
14991,8068,14471,2018-06-21,2018-06-24,240.0
14992,3279,3672,2016-08-06,2016-08-09,447.0
14993,585,5571,2022-08-09,2022-08-12,225.0
14994,9560,9547,2022-03-14,2022-03-17,600.0
14995,3544,12207,2015-10-23,2015-10-26,2400.0
14996,1101,6952,2019-05-05,2019-05-08,429.0
14997,5142,15379,2019-01-13,2019-01-16,270.0
14998,5780,13644,2018-09-21,2018-09-24,645.0
14999,3860,6864,2022-07-26,2022-07-29,555.0
15000,326,12370,2017-06-25,2017-06-28,1128.0
15001,1996,11235,2017-11-26,2017-11-29,291.0
15002,3637,13686,2015-04-11,2015-04-14,555.0
15003,5894,4739,2017-04-25,2017-04-28,291.0
15004,5414,16464,2019-06-30,2019-07-03,885.0
15005,1022,696,2021-04-10,2021-04-13,435.0
15006,3615,6758,2018-02-09,2018-02-12,525.0
15007,1773,641,2021-07-04,2021-07-07,255.0
15008,4224,1159,2015-01-10,2015-01-13,354.0
15009,7610,10569,2020-08-23,2020-08-26,435.0
15010,1270,13340,2021-04-03,2021-04-06,495.0
15011,2790,1528,2016-10-06,2016-10-09,540.0
15013,9467,9943,2021-07-06,2021-07-09,330.0
15014,1406,186,2014-12-27,2014-12-30,585.0
15015,2291,12306,2020-05-15,2020-05-18,669.0
15016,2137,12923,2015-08-06,2015-08-09,591.0
15017,6873,9002,2018-07-01,2018-07-04,570.0
15019,3973,1728,2019-12-28,2019-12-31,138.0
15020,1477,15443,2016-04-30,2016-05-03,420.0
15021,8933,10096,2015-05-14,2015-05-17,480.0
15022,5446,7120,2016-09-21,2016-09-24,315.0
15023,1764,10466,2015-09-07,2015-09-10,975.0
15024,8813,8365,2021-12-11,2021-12-14,1125.0
15025,7426,2817,2020-07-19,2020-07-22,600.0
15026,8944,12239,2022-10-24,2022-10-27,411.0
15027,4710,11536,2015-03-28,2015-03-31,372.0
15028,5049,2713,2016-12-30,2017-01-02,345.0
15029,263,16112,2019-02-12,2019-02-15,552.0
15030,6352,12676,2019-11-16,2019-11-19,1026.0
15031,5854,7334,2020-04-19,2020-04-22,300.0
15032,9406,9395,2018-09-10,2018-09-13,630.0
15033,1187,7983,2019-01-24,2019-01-27,825.0
15034,6603,3688,2020-07-08,2020-07-11,417.0
15035,792,8490,2017-09-15,2017-09-18,897.0
15036,6712,705,2017-01-13,2017-01-16,1215.0
15037,9202,13149,2018-05-29,2018-06-01,270.0
15038,7424,14617,2016-01-19,2016-01-22,585.0
15039,7299,6834,2015-08-30,2015-09-02,390.0
15040,1856,14828,2017-11-03,2017-11-06,900.0
15041,560,3474,2018-10-03,2018-10-06,348.0
15042,9317,11381,2017-03-31,2017-04-03,750.0
15043,9581,2756,2018-08-20,2018-08-23,639.0
15044,4661,7943,2018-07-06,2018-07-09,1125.0
15045,2817,9168,2016-05-17,2016-05-20,117.0
15046,3757,5537,2015-08-22,2015-08-25,450.0
15047,2171,9632,2022-07-13,2022-07-16,126.0
15048,7274,2953,2017-01-16,2017-01-19,135.0
15049,6874,9729,2016-03-07,2016-03-10,192.0
15050,3998,10638,2015-03-23,2015-03-26,900.0
15051,7250,263,2015-05-16,2015-05-19,540.0
15052,6919,12843,2022-05-25,2022-05-28,513.0
15053,2848,11164,2021-08-18,2021-08-21,1125.0
15054,4715,808,2017-10-10,2017-10-13,576.0
15055,2432,2061,2015-07-12,2015-07-15,264.0
15056,1504,1281,2021-09-29,2021-10-02,261.0
15057,1121,10055,2017-05-20,2017-05-23,585.0
15058,8394,9483,2021-09-19,2021-09-22,207.0
15059,6706,16102,2019-08-31,2019-09-03,558.0
15060,6224,2095,2019-10-04,2019-10-07,408.0
15061,6288,663,2021-03-08,2021-03-11,240.0
15062,1074,3810,2020-07-30,2020-08-02,450.0
15063,6190,11898,2017-10-18,2017-10-21,816.0
15064,3178,8634,2017-01-17,2017-01-20,720.0
15065,2334,13953,2018-10-25,2018-10-28,900.0
15066,9954,14174,2022-05-15,2022-05-18,495.0
15067,4879,7468,2017-03-02,2017-03-05,345.0
15068,6384,6623,2021-10-24,2021-10-27,696.0
15069,8083,15457,2019-04-06,2019-04-09,1155.0
15070,862,6079,2020-06-15,2020-06-18,96.0
15071,4609,2990,2018-09-19,2018-09-22,525.0
15072,736,15772,2015-06-05,2015-06-08,1068.0
15073,2749,15810,2022-06-28,2022-07-01,450.0
15074,120,14761,2018-12-21,2018-12-24,300.0
15075,4252,8356,2018-01-28,2018-01-31,315.0
15077,7731,4092,2019-06-22,2019-06-25,975.0
15078,8253,12678,2020-07-31,2020-08-03,756.0
15079,2368,1186,2017-08-05,2017-08-08,240.0
15080,8753,11204,2015-10-21,2015-10-24,780.0
15081,6427,8439,2019-03-05,2019-03-08,288.0
15082,4951,2233,2015-12-16,2015-12-19,330.0
15083,9619,16435,2020-11-10,2020-11-13,660.0
15084,3337,15583,2017-08-19,2017-08-22,900.0
15085,9151,5178,2016-07-03,2016-07-06,351.0
15086,9784,2492,2015-03-14,2015-03-17,390.0
15087,3966,11056,2022-10-31,2022-11-03,900.0
15088,5310,12433,2016-05-01,2016-05-04,564.0
15089,9510,6105,2018-01-21,2018-01-24,345.0
15090,664,8493,2018-09-03,2018-09-06,360.0
15091,9847,9960,2018-11-26,2018-11-29,747.0
15092,2691,3133,2020-10-30,2020-11-02,1950.0
15093,1464,12907,2016-12-24,2016-12-27,987.0
15094,5532,13873,2018-09-04,2018-09-07,1248.0
15095,4515,11739,2020-12-31,2021-01-03,834.0
15096,6768,2273,2022-11-19,2022-11-22,600.0
15097,573,6512,2015-04-26,2015-04-29,537.0
15098,338,15924,2016-04-02,2016-04-05,297.0
15099,3818,5642,2021-12-04,2021-12-07,300.0
15100,5565,5182,2020-12-03,2020-12-06,300.0
15101,8036,14178,2020-01-28,2020-01-31,270.0
15102,9176,6082,2018-01-01,2018-01-04,300.0
15103,6351,11407,2018-07-17,2018-07-20,207.0
15104,8304,10813,2019-03-25,2019-03-28,690.0
15105,1822,4367,2016-03-26,2016-03-29,345.0
15106,9130,49,2016-02-19,2016-02-22,390.0
15108,2327,3862,2022-10-14,2022-10-17,300.0
15109,6485,2498,2018-01-29,2018-02-01,570.0
15110,5792,3925,2016-11-11,2016-11-14,945.0
15111,9084,4340,2017-03-18,2017-03-21,420.0
15112,4426,10826,2020-10-31,2020-11-03,600.0
15113,3871,2913,2018-06-08,2018-06-11,204.0
15114,2898,1654,2017-08-05,2017-08-08,645.0
15115,6069,11003,2017-11-09,2017-11-12,900.0
15116,4551,16137,2018-06-23,2018-06-26,597.0
15117,1481,14565,2020-08-22,2020-08-25,1326.0
15118,5838,13645,2017-02-07,2017-02-10,540.0
15119,1868,265,2017-08-10,2017-08-13,675.0
15120,6309,14302,2022-03-06,2022-03-09,267.0
15121,2666,2013,2019-01-10,2019-01-13,333.0
15122,1195,198,2019-12-02,2019-12-05,435.0
15123,4160,15426,2019-06-01,2019-06-04,690.0
15125,7722,1839,2019-02-23,2019-02-26,345.0
15126,629,15174,2018-07-08,2018-07-11,336.0
15127,9658,3964,2016-09-13,2016-09-16,201.0
15128,4423,7958,2015-06-27,2015-06-30,255.0
15129,4786,10204,2018-06-05,2018-06-08,468.0
15130,6564,3300,2018-04-22,2018-04-25,300.0
15131,2915,7270,2022-06-09,2022-06-12,945.0
15132,9460,6022,2022-06-28,2022-07-01,375.0
15133,7808,4656,2019-10-25,2019-10-28,351.0
15134,3228,3516,2018-05-31,2018-06-03,504.0
15135,4621,8956,2020-09-02,2020-09-05,1080.0
15136,554,3390,2022-05-01,2022-05-04,426.0
15138,4202,54,2016-04-13,2016-04-16,525.0
15139,7107,7856,2016-02-10,2016-02-13,525.0
15140,3374,5026,2016-04-09,2016-04-12,5097.0
15141,1392,14187,2016-11-25,2016-11-28,738.0
15142,209,809,2016-08-24,2016-08-27,897.0
15143,6269,3536,2021-10-12,2021-10-15,1800.0
15144,8219,8895,2020-05-20,2020-05-23,345.0
15145,4958,2249,2022-12-21,2022-12-24,435.0
15146,148,13062,2015-05-27,2015-05-30,687.0
15147,9925,15191,2017-08-04,2017-08-07,450.0
15148,6083,5003,2020-07-07,2020-07-10,600.0
15149,6936,15220,2022-09-11,2022-09-14,897.0
15150,6612,12426,2017-11-19,2017-11-22,525.0
15151,4634,5575,2019-07-07,2019-07-10,300.0
15152,565,5504,2016-04-15,2016-04-18,225.0
15153,578,14167,2020-04-25,2020-04-28,1311.0
15154,7231,9530,2016-01-31,2016-02-03,975.0
15155,5931,13146,2022-05-12,2022-05-15,1182.0
15157,539,13087,2020-04-05,2020-04-08,315.0
15158,1895,7469,2019-07-22,2019-07-25,402.0
15159,715,12581,2018-03-28,2018-03-31,1125.0
15160,830,8537,2017-09-25,2017-09-28,324.0
15161,1430,258,2021-05-01,2021-05-04,1197.0
15162,2033,8593,2015-04-03,2015-04-06,405.0
15163,130,4154,2020-08-07,2020-08-10,1050.0
15164,6725,12711,2018-08-11,2018-08-14,396.0
15165,8090,10994,2015-11-10,2015-11-13,951.0
15166,7322,5222,2020-10-15,2020-10-18,1650.0
15167,7993,5480,2016-07-08,2016-07-11,174.0
15168,4423,5872,2018-09-25,2018-09-28,675.0
15169,612,8525,2022-05-10,2022-05-13,537.0
15170,2262,2125,2018-12-14,2018-12-17,720.0
15171,9034,2660,2018-02-22,2018-02-25,510.0
15172,7495,11501,2020-04-08,2020-04-11,372.0
15174,8797,3186,2019-11-29,2019-12-02,405.0
15175,680,10662,2016-12-23,2016-12-26,645.0
15176,9055,5483,2017-01-25,2017-01-28,1350.0
15177,4802,13171,2020-09-10,2020-09-13,930.0
15178,6257,8822,2018-12-21,2018-12-24,420.0
15179,4096,10684,2018-03-02,2018-03-05,789.0
15180,5604,10763,2015-06-03,2015-06-06,636.0
15181,1500,12317,2022-05-06,2022-05-09,750.0
15182,2613,5040,2017-12-07,2017-12-10,450.0
15183,3375,9326,2022-04-06,2022-04-09,495.0
15184,4554,7814,2018-12-12,2018-12-15,777.0
15185,1168,10644,2017-05-11,2017-05-14,108.0
15186,1109,1116,2021-04-13,2021-04-16,393.0
15187,6897,2935,2020-03-02,2020-03-05,525.0
15188,6007,16135,2019-06-06,2019-06-09,237.0
15189,1835,3761,2022-03-11,2022-03-14,600.0
15190,2869,741,2022-04-01,2022-04-04,1446.0
15191,1634,1649,2016-01-16,2016-01-19,570.0
15192,8944,5832,2019-04-17,2019-04-20,8250.0
15193,9864,14434,2022-06-02,2022-06-05,405.0
15194,765,4996,2016-04-04,2016-04-07,390.0
15195,7320,1076,2016-04-07,2016-04-10,237.0
15196,3051,13675,2016-06-06,2016-06-09,1587.0
15197,5151,2620,2019-12-08,2019-12-11,825.0
15198,7108,4772,2021-05-07,2021-05-10,360.0
15199,8952,4499,2021-02-04,2021-02-07,324.0
15200,6130,4619,2016-03-05,2016-03-08,600.0
15202,1932,7408,2017-11-16,2017-11-19,207.0
15203,4094,12349,2022-05-15,2022-05-18,1341.0
15204,1562,1080,2018-01-17,2018-01-20,270.0
15205,9076,14895,2020-07-19,2020-07-22,540.0
15206,2440,4288,2018-06-10,2018-06-13,450.0
15207,3750,5380,2020-05-02,2020-05-05,645.0
15208,3846,5324,2019-12-29,2020-01-01,267.0
15209,2338,12073,2015-07-07,2015-07-10,1650.0
15210,9373,9543,2016-02-14,2016-02-17,594.0
15211,5017,12495,2018-03-27,2018-03-30,666.0
15212,8518,1585,2021-07-29,2021-08-01,357.0
15213,6149,3571,2018-02-28,2018-03-03,300.0
15215,6702,13380,2020-08-13,2020-08-16,1155.0
15216,29,8273,2022-08-15,2022-08-18,675.0
15217,9456,14563,2021-05-17,2021-05-20,1317.0
15219,9428,6831,2020-09-16,2020-09-19,570.0
15220,1464,13069,2019-10-06,2019-10-09,750.0
15221,7536,5301,2022-01-29,2022-02-01,360.0
15222,1825,10530,2020-10-30,2020-11-02,345.0
15223,136,10036,2021-10-26,2021-10-29,540.0
15224,2936,10423,2015-05-03,2015-05-06,570.0
15225,4768,11721,2017-10-29,2017-11-01,1767.0
15226,267,9875,2016-01-25,2016-01-28,1362.0
15227,7474,1327,2015-08-04,2015-08-07,255.0
15228,7590,7541,2019-02-14,2019-02-17,585.0
15229,9190,14679,2021-08-20,2021-08-23,1500.0
15230,5591,7981,2018-10-25,2018-10-28,786.0
15231,8709,14180,2019-07-30,2019-08-02,450.0
15232,5696,9395,2017-10-06,2017-10-09,630.0
15233,2273,13367,2015-05-31,2015-06-03,810.0
15234,6140,14045,2015-07-10,2015-07-13,900.0
15235,6534,8244,2017-04-12,2017-04-15,420.0
15236,5993,1403,2015-04-06,2015-04-09,4200.0
15237,899,3984,2015-09-27,2015-09-30,762.0
15238,8369,7806,2021-05-05,2021-05-08,150.0
15239,7281,5567,2016-07-15,2016-07-18,435.0
15240,9045,4319,2015-02-13,2015-02-16,291.0
15241,9180,14104,2021-06-06,2021-06-09,276.0
15242,979,9085,2020-05-04,2020-05-07,300.0
15243,9931,2067,2017-05-08,2017-05-11,480.0
15244,564,2589,2021-10-09,2021-10-12,597.0
15245,2196,4395,2018-02-16,2018-02-19,795.0
15246,1846,2073,2019-12-31,2020-01-03,675.0
15247,8543,11990,2018-04-18,2018-04-21,846.0
15248,4032,10053,2017-05-14,2017-05-17,783.0
15249,9816,2866,2019-09-24,2019-09-27,855.0
15250,360,13477,2016-08-14,2016-08-17,897.0
15251,5465,766,2019-03-22,2019-03-25,360.0
15252,1147,10072,2019-11-03,2019-11-06,453.0
15253,2758,4092,2018-04-01,2018-04-04,975.0
15254,7570,2297,2020-05-25,2020-05-28,297.0
15255,3236,1150,2020-01-30,2020-02-02,657.0
15256,3525,12237,2019-05-06,2019-05-09,435.0
15258,5718,4530,2018-03-07,2018-03-10,120.0
15259,3573,9041,2019-11-19,2019-11-22,219.0
15260,402,1856,2015-10-27,2015-10-30,450.0
15261,3024,13578,2022-10-26,2022-10-29,2397.0
15262,3893,1568,2020-10-14,2020-10-17,1800.0
15263,7595,13266,2022-09-27,2022-09-30,906.0
15264,2838,7995,2020-08-01,2020-08-04,1800.0
15265,4581,11938,2021-07-25,2021-07-28,492.0
15267,5297,11005,2015-10-20,2015-10-23,270.0
15268,6928,5217,2019-09-22,2019-09-25,588.0
15269,173,15280,2022-05-13,2022-05-16,534.0
15271,8426,13866,2015-02-26,2015-03-01,300.0
15272,9626,1981,2016-12-10,2016-12-13,450.0
15274,538,945,2019-04-14,2019-04-17,750.0
15275,8602,5235,2018-01-01,2018-01-04,375.0
15276,5585,4199,2015-03-03,2015-03-06,855.0
15277,4941,3868,2020-12-07,2020-12-10,690.0
15278,4893,15283,2022-02-22,2022-02-25,900.0
15279,3745,3295,2019-02-15,2019-02-18,285.0
15280,4365,7165,2016-03-08,2016-03-11,285.0
15281,9213,15566,2020-09-11,2020-09-14,462.0
15282,2530,1967,2021-09-26,2021-09-29,450.0
15283,3127,14294,2022-08-27,2022-08-30,750.0
15284,8172,5189,2018-07-02,2018-07-05,300.0
15285,3598,12875,2017-08-26,2017-08-29,780.0
15286,4441,10076,2016-09-24,2016-09-27,360.0
15287,1333,15634,2021-07-10,2021-07-13,1689.0
15288,573,9932,2015-08-22,2015-08-25,345.0
15289,8419,5405,2022-05-26,2022-05-29,375.0
15290,4507,6892,2018-08-22,2018-08-25,300.0
15291,5966,1577,2019-04-08,2019-04-11,600.0
15292,1670,13410,2017-07-24,2017-07-27,3000.0
15293,758,16414,2020-11-23,2020-11-26,1275.0
15294,1027,6775,2015-01-02,2015-01-05,1197.0
15295,5076,13319,2017-09-12,2017-09-15,375.0
15296,5110,3777,2020-10-06,2020-10-09,450.0
15297,4799,14364,2022-10-24,2022-10-27,474.0
15298,273,5330,2021-02-13,2021-02-16,150.0
15299,7037,9817,2015-10-28,2015-10-31,519.0
15300,9194,15918,2015-06-30,2015-07-03,525.0
15302,910,1427,2016-02-06,2016-02-09,297.0
15303,8003,3326,2016-08-16,2016-08-19,360.0
15305,6167,1855,2017-06-15,2017-06-18,600.0
15306,1029,410,2015-09-09,2015-09-12,630.0
15307,894,8944,2018-10-02,2018-10-05,450.0
15309,417,802,2020-02-03,2020-02-06,585.0
15310,7440,12920,2017-08-18,2017-08-21,450.0
15311,9426,16112,2016-08-10,2016-08-13,552.0
15312,2355,11310,2021-02-14,2021-02-17,1185.0
15313,1380,4267,2022-12-08,2022-12-11,1275.0
15314,8083,7272,2022-08-18,2022-08-21,480.0
15315,3408,3008,2019-08-10,2019-08-13,417.0
15316,3999,14301,2018-04-18,2018-04-21,2946.0
15317,33,654,2020-01-17,2020-01-20,345.0
15318,8701,15963,2016-07-30,2016-08-02,270.0
15319,8596,8035,2020-04-01,2020-04-04,510.0
15320,1296,10877,2015-06-21,2015-06-24,651.0
15321,4887,5858,2020-03-09,2020-03-12,582.0
15322,3591,12329,2017-03-23,2017-03-26,480.0
15324,9024,7798,2016-03-11,2016-03-14,675.0
15325,768,5577,2020-09-22,2020-09-25,525.0
15326,8691,10310,2020-11-09,2020-11-12,840.0
15327,7606,8477,2017-09-04,2017-09-07,750.0
15328,3048,3254,2016-05-05,2016-05-08,750.0
15329,2917,957,2019-02-11,2019-02-14,375.0
15330,2505,8752,2021-12-14,2021-12-17,555.0
15331,5840,15608,2015-03-23,2015-03-26,333.0
15332,6978,14781,2022-03-06,2022-03-09,615.0
15333,8086,2519,2021-07-08,2021-07-11,336.0
15334,1733,15170,2020-09-12,2020-09-15,2013.0
15335,1465,14403,2018-01-25,2018-01-28,1347.0
15336,5386,15588,2021-05-10,2021-05-13,708.0
15337,3123,10399,2016-06-17,2016-06-20,69.0
15338,2517,7469,2015-10-31,2015-11-03,402.0
15339,5666,3983,2017-03-26,2017-03-29,420.0
15341,6702,9610,2022-12-20,2022-12-23,645.0
15342,8602,12821,2022-12-02,2022-12-05,411.0
15343,2465,11520,2017-10-04,2017-10-07,258.0
15345,3554,8475,2017-01-17,2017-01-20,681.0
15346,4374,11783,2022-09-06,2022-09-09,867.0
15347,2528,12668,2018-12-07,2018-12-10,639.0
15348,4023,14080,2015-09-30,2015-10-03,276.0
15349,4030,7834,2015-07-29,2015-08-01,555.0
15350,4646,1545,2018-06-05,2018-06-08,360.0
15351,389,15810,2017-03-07,2017-03-10,450.0
15352,5044,2852,2018-11-21,2018-11-24,615.0
15353,4000,15601,2016-09-18,2016-09-21,600.0
15354,6753,9646,2019-04-03,2019-04-06,891.0
15355,3354,8152,2015-01-12,2015-01-15,444.0
15356,5661,5856,2022-12-06,2022-12-09,2775.0
15357,9615,5613,2015-03-02,2015-03-05,345.0
15358,4576,9155,2020-08-17,2020-08-20,165.0
15359,6838,11968,2020-07-10,2020-07-13,570.0
15360,1069,12145,2020-04-22,2020-04-25,816.0
15361,8943,14383,2016-03-11,2016-03-14,837.0
15362,4923,16248,2021-01-27,2021-01-30,480.0
15363,8988,12597,2017-05-03,2017-05-06,1050.0
15364,4765,6612,2022-05-09,2022-05-12,741.0
15365,8717,15947,2021-07-21,2021-07-24,360.0
15366,9863,14521,2019-09-06,2019-09-09,585.0
15367,8528,14100,2019-07-15,2019-07-18,960.0
15368,7446,14478,2020-06-29,2020-07-02,357.0
15369,3955,13723,2021-03-21,2021-03-24,1503.0
15370,2148,11993,2015-04-19,2015-04-22,561.0
15371,4952,7746,2022-08-12,2022-08-15,1140.0
15372,484,5515,2016-04-22,2016-04-25,477.0
15373,9007,10217,2021-07-03,2021-07-06,570.0
15374,9761,1511,2019-05-14,2019-05-17,120.0
15375,6095,8661,2017-04-07,2017-04-10,348.0
15376,3104,13044,2021-05-01,2021-05-04,774.0
15377,78,14684,2019-05-07,2019-05-10,1344.0
15378,6726,233,2017-12-31,2018-01-03,600.0
15379,6044,3456,2020-12-08,2020-12-11,375.0
15380,9105,6990,2021-09-02,2021-09-05,453.0
15381,4117,7556,2015-09-06,2015-09-09,600.0
15382,4535,5866,2022-01-22,2022-01-25,483.0
15383,9680,7432,2020-08-03,2020-08-06,540.0
15384,3094,8156,2021-11-17,2021-11-20,1497.0
15385,392,9191,2016-05-15,2016-05-18,900.0
15386,5277,6083,2017-03-18,2017-03-21,300.0
15387,1979,5008,2020-02-06,2020-02-09,642.0
15388,4426,10278,2021-10-16,2021-10-19,102.0
15389,8685,12348,2018-05-03,2018-05-06,591.0
15390,672,6651,2022-08-20,2022-08-23,675.0
15391,6915,14009,2021-06-23,2021-06-26,900.0
15392,5048,3510,2019-04-30,2019-05-03,450.0
15393,6324,3731,2021-05-08,2021-05-11,555.0
15394,8956,12831,2022-07-13,2022-07-16,810.0
15395,628,11000,2018-02-27,2018-03-02,1080.0
15396,4216,1169,2021-09-03,2021-09-06,513.0
15397,9855,15526,2017-05-04,2017-05-07,621.0
15398,2388,3890,2016-06-03,2016-06-06,1050.0
15399,9068,5454,2022-11-08,2022-11-11,480.0
15400,1994,3737,2017-02-21,2017-02-24,897.0
15401,8594,494,2016-11-14,2016-11-17,420.0
15402,3011,5118,2017-08-27,2017-08-30,255.0
15403,336,8573,2019-01-05,2019-01-08,540.0
15404,8154,15935,2019-06-14,2019-06-17,321.0
15405,3161,6160,2019-05-12,2019-05-15,537.0
15406,9705,16359,2020-07-06,2020-07-09,450.0
15407,1293,3293,2016-10-29,2016-11-01,1500.0
15408,3559,10465,2019-12-05,2019-12-08,150.0
15409,839,2443,2015-09-15,2015-09-18,600.0
15410,2418,11084,2018-02-18,2018-02-21,360.0
15411,9288,4207,2016-08-28,2016-08-31,1302.0
15412,3673,2349,2020-07-19,2020-07-22,729.0
15413,6016,1998,2022-06-12,2022-06-15,399.0
15414,899,7732,2018-01-23,2018-01-26,429.0
15415,9668,130,2017-03-03,2017-03-06,600.0
15416,6210,5510,2018-08-04,2018-08-07,510.0
15417,1460,7431,2022-09-19,2022-09-22,534.0
15418,969,6635,2019-07-12,2019-07-15,576.0
15419,6625,6679,2020-11-04,2020-11-07,570.0
15420,5621,15239,2017-05-25,2017-05-28,1452.0
15421,7022,259,2021-10-10,2021-10-13,1500.0
15422,1050,13496,2016-08-12,2016-08-15,417.0
15423,5593,684,2019-03-30,2019-04-02,327.0
15424,4054,13839,2018-10-27,2018-10-30,708.0
15425,8296,176,2017-11-10,2017-11-13,570.0
15426,9259,6180,2017-02-12,2017-02-15,150.0
15427,652,15512,2016-04-29,2016-05-02,897.0
15428,3524,11405,2019-03-16,2019-03-19,2289.0
15429,4832,1558,2017-09-02,2017-09-05,450.0
15430,2185,79,2018-02-01,2018-02-04,522.0
15431,9685,10300,2020-09-06,2020-09-09,891.0
15432,6205,9299,2022-12-15,2022-12-18,3000.0
15433,9969,14046,2022-06-19,2022-06-22,393.0
15434,8501,13281,2021-09-12,2021-09-15,390.0
15435,4347,10225,2016-06-09,2016-06-12,507.0
15436,1559,531,2020-02-11,2020-02-14,765.0
15437,8133,3985,2018-01-08,2018-01-11,456.0
15438,7249,6369,2016-04-05,2016-04-08,87.0
15439,8737,6248,2017-09-01,2017-09-04,750.0
15440,6787,12788,2022-02-27,2022-03-02,963.0
15441,2839,16160,2018-06-26,2018-06-29,375.0
15442,4169,5424,2020-11-15,2020-11-18,900.0
15443,8687,6727,2019-01-19,2019-01-22,1320.0
15444,1622,12315,2018-07-18,2018-07-21,1260.0
